iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
ALB,Albania,Europe & Central Asia,Upper middle income,2022,2777689,84.42625000000001,Data Products (Pillar 3),80.05625
MDA,Moldova,Europe & Central Asia,Upper middle income,2022,2538894,84.07916666666667,Data Products (Pillar 3),72.01249999999999
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2022,6974900,83.98458333333335,Data Products (Pillar 3),88.10625
PHL,Philippines,East Asia & Pacific,Lower middle income,2022,115559009,83.95208333333332,Data Products (Pillar 3),84.81875
MNG,Mongolia,East Asia & Pacific,Upper middle income,2022,3398366,83.3175,Data Products (Pillar 3),84.96249999999999
RUS,Russian Federation,Europe & Central Asia,High income,2022,144236933,82.98458333333333,Data Products (Pillar 3),72.53125
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2022,1831712,82.8875,Data Products (Pillar 3),68.96249999999999
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2022,59893885,81.91250000000001,Data Products (Pillar 3),80.83749999999999
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2022,5043612,81.59500000000001,Data Products (Pillar 3),71.24999999999999
THA,Thailand,East Asia & Pacific,Upper middle income,2022,71697030,81.46416666666669,Data Products (Pillar 3),86.21249999999999
BRA,Brazil,Latin America & Caribbean,Upper middle income,2022,215313498,81.08041666666666,Data Products (Pillar 3),72.89375
MLT,Malta,Middle East & North Africa,High income,2022,531113,80.83875,Data Products (Pillar 3),62.91875
SRB,Serbia,Europe & Central Asia,Upper middle income,2022,6664449,80.16083333333334,Data Products (Pillar 3),82.7375
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2022,18001000,79.24708333333334,Data Products (Pillar 3),86.11874999999999
LKA,Sri Lanka,South Asia,Lower middle income,2022,22181000,79.06166666666667,Data Products (Pillar 3),74.5
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2022,19634983,78.92916666666667,Data Products (Pillar 3),85.6625
IDN,Indonesia,East Asia & Pacific,Upper middle income,2022,275501339,78.92583333333333,Data Products (Pillar 3),84.5125
JOR,Jordan,Middle East & North Africa,Lower middle income,2022,11285869,78.62458333333333,Data Products (Pillar 3),84.13125
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2022,110990103,78.29291666666668,Data Products (Pillar 3),80.53125
UKR,Ukraine,Europe & Central Asia,Upper middle income,2022,38000000,77.85333333333332,Data Products (Pillar 3),80.7
ARG,Argentina,Latin America & Caribbean,Upper middle income,2022,46234830,76.81916666666667,Data Products (Pillar 3),83.33749999999999
URY,Uruguay,Latin America & Caribbean,High income,2022,3422794,76.67458333333332,Data Products (Pillar 3),75.70625
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2022,1262523,76.5225,Data Products (Pillar 3),74.01249999999999
MYS,Malaysia,East Asia & Pacific,Upper middle income,2022,33938221,76.16166666666668,Data Products (Pillar 3),84.1
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2022,17316449,75.96125,Data Products (Pillar 3),72.13125000000001
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2022,6780744,75.62333333333335,Data Products (Pillar 3),83.72500000000001
TUN,Tunisia,Middle East & North Africa,Lower middle income,2022,12356117,75.59083333333334,Data Products (Pillar 3),80.1125
MNE,Montenegro,Europe & Central Asia,Upper middle income,2022,617213,75.43458333333334,Data Products (Pillar 3),79.98124999999999
PER,Peru,Latin America & Caribbean,Upper middle income,2022,34049588,75.00291666666668,Data Products (Pillar 3),87.93125
IND,India,South Asia,Lower middle income,2022,1417173173,74.60083333333334,Data Products (Pillar 3),79.13749999999999
SAU,Saudi Arabia,Middle East & North Africa,High income,2022,36408820,74.38708333333334,Data Products (Pillar 3),71.14374999999998
ARE,United Arab Emirates,Middle East & North Africa,High income,2022,9441129,74.2525,Data Products (Pillar 3),69.2375
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2022,35648100,74.13083333333333,Data Products (Pillar 3),75.68749999999999
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2022,6336392,73.76333333333334,Data Products (Pillar 3),75.55
MAR,Morocco,Middle East & North Africa,Lower middle income,2022,37457971,73.33458333333333,Data Products (Pillar 3),81.60625
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2022,11228821,72.87833333333333,Data Products (Pillar 3),73.6
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2022,17357886,72.64291666666666,Data Products (Pillar 3),81.10624999999997
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2022,10141756,70.78916666666669,Data Products (Pillar 3),70.18749999999999
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2022,12224110,70.68416666666666,Data Products (Pillar 3),77.8375
UGA,Uganda,Sub-Saharan Africa,Low income,2022,47249585,70.58875,Data Products (Pillar 3),77.06875000000001
RWA,Rwanda,Sub-Saharan Africa,Low income,2022,13776698,70.00666666666667,Data Products (Pillar 3),71.975
BGD,Bangladesh,South Asia,Lower middle income,2022,171186372,69.64958333333333,Data Products (Pillar 3),78.10625
MMR,Myanmar,East Asia & Pacific,Lower middle income,2022,54179306,69.60583333333334,Data Products (Pillar 3),77.8875
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2022,16320537,69.60125,Data Products (Pillar 3),82.73124999999999
PAN,Panama,Latin America & Caribbean,High income,2022,4408581,69.43625,Data Products (Pillar 3),81.80625
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2022,22673762,69.41166666666666,Data Products (Pillar 3),77.6
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2022,3233526,69.12375,Data Products (Pillar 3),68.94375
PAK,Pakistan,South Asia,Lower middle income,2022,235824862,68.90458333333333,Data Products (Pillar 3),82.88125000000001
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2022,65497748,68.87125,Data Products (Pillar 3),78.45625
NER,Niger,Sub-Saharan Africa,Low income,2022,26207977,68.76583333333333,Data Products (Pillar 3),76.4375
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2022,54027487,68.56416666666667,Data Products (Pillar 3),74.01249999999999
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2022,28160542,67.75375,Data Products (Pillar 3),72.96875
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2022,2705992,67.67333333333333,Data Products (Pillar 3),82.625
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2022,98186856,67.38791666666668,Data Products (Pillar 3),74.90625000000001
QAT,Qatar,Middle East & North Africa,High income,2022,2695122,66.71375,Data Products (Pillar 3),65.84375
TGO,Togo,Sub-Saharan Africa,Low income,2022,8848699,66.22791666666666,Data Products (Pillar 3),74.00625
BEN,Benin,Sub-Saharan Africa,Lower middle income,2022,13352864,65.75291666666668,Data Products (Pillar 3),78.85625
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2022,2827377,65.32958333333335,Data Products (Pillar 3),71.43124999999999
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2022,593149,65.20208333333333,Data Products (Pillar 3),67.61874999999999
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2022,33475870,64.94250000000001,Data Products (Pillar 3),79.13749999999999
MWI,Malawi,Sub-Saharan Africa,Low income,2022,20405317,64.78458333333333,Data Products (Pillar 3),77.78125
KHM,Cambodia,East Asia & Pacific,Lower middle income,2022,16767842,64.26916666666666,Data Products (Pillar 3),78.4875
BLZ,Belize,Latin America & Caribbean,Upper middle income,2022,405272,64.18333333333334,Data Products (Pillar 3),63.375
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2022,179857,64.17333333333333,Data Products (Pillar 3),61.37499999999999
MLI,Mali,Sub-Saharan Africa,Low income,2022,22593590,64.08208333333334,Data Products (Pillar 3),74.44375
LBR,Liberia,Sub-Saharan Africa,Low income,2022,5302681,63.95375,Data Products (Pillar 3),70.21875
WSM,Samoa,East Asia & Pacific,Lower middle income,2022,222382,63.68958333333333,Data Products (Pillar 3),69.15625
SYC,Seychelles,Sub-Saharan Africa,High income,2022,119878,63.34916666666667,Data Products (Pillar 3),55.2125
DZA,Algeria,Middle East & North Africa,Upper middle income,2022,44903225,62.236666666666665,Data Products (Pillar 3),73.225
NPL,Nepal,South Asia,Lower middle income,2022,30547580,62.041250000000005,Data Products (Pillar 3),81.00625
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2022,20017675,61.21458333333333,Data Products (Pillar 3),77.60625
BTN,Bhutan,South Asia,Lower middle income,2022,782455,61.12166666666668,Data Products (Pillar 3),68.6
TON,Tonga,East Asia & Pacific,Upper middle income,2022,106858,61.04999999999999,Data Products (Pillar 3),70.725
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2022,8605718,60.99625000000002,Data Products (Pillar 3),72.48125
BRN,Brunei Darussalam,East Asia & Pacific,High income,2022,449002,60.870000000000005,Data Products (Pillar 3),51.775000000000006
HND,Honduras,Latin America & Caribbean,Lower middle income,2022,10432860,60.773333333333326,Data Products (Pillar 3),79.175
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2022,1341296,60.763333333333335,Data Products (Pillar 3),57.70000000000001
BRB,Barbados,Latin America & Caribbean,High income,2022,281635,60.70625,Data Products (Pillar 3),60.88125
FJI,Fiji,East Asia & Pacific,Upper middle income,2022,929766,60.08541666666667,Data Products (Pillar 3),74.79375
ETH,Ethiopia,Sub-Saharan Africa,Low income,2022,123379924,59.912083333333335,Data Products (Pillar 3),75.81875000000001
KWT,Kuwait,Middle East & North Africa,High income,2022,4268873,59.91041666666666,Data Products (Pillar 3),59.79375
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2022,2630296,59.80374999999999,Data Products (Pillar 3),72.36874999999999
AGO,Angola,Sub-Saharan Africa,Lower middle income,2022,35588987,59.64708333333335,Data Products (Pillar 3),69.74375
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2022,4736139,59.41041666666666,Data Products (Pillar 3),58.31875
AFG,Afghanistan,South Asia,Low income,2022,41128771,59.32833333333334,Data Products (Pillar 3),74.15
MDV,Maldives,South Asia,Upper middle income,2022,523787,59.25208333333332,Data Products (Pillar 3),67.61874999999999
MOZ,Mozambique,Sub-Saharan Africa,Low income,2022,32969518,59.16916666666666,Data Products (Pillar 3),68.96249999999999
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2022,7529475,58.67291666666667,Data Products (Pillar 3),66.80625
OMN,Oman,Middle East & North Africa,High income,2022,4576298,58.62791666666667,Data Products (Pillar 3),57.33125000000001
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2022,218541212,58.42333333333334,Data Products (Pillar 3),73.17499999999998
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2022,88550570,58.15083333333334,Data Products (Pillar 3),66.3875
SUR,Suriname,Latin America & Caribbean,Upper middle income,2022,618040,58.00208333333335,Data Products (Pillar 3),64.06875
LBN,Lebanon,Middle East & North Africa,Lower middle income,2022,5489739,57.95333333333335,Data Products (Pillar 3),76.9
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2022,13859341,57.471250000000005,Data Products (Pillar 3),68.88125000000001
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2022,2567012,57.37833333333333,Data Products (Pillar 3),74.42500000000001
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2022,2305825,57.35166666666667,Data Products (Pillar 3),66.25
GUY,Guyana,Latin America & Caribbean,High income,2022,808726,57.10458333333334,Data Products (Pillar 3),66.43124999999999
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2022,27914536,56.91166666666666,Data Products (Pillar 3),79.225
CHN,China,East Asia & Pacific,Upper middle income,2022,1412175000,56.5275,Data Products (Pillar 3),73.8625
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2022,1531044,56.27708333333333,Data Products (Pillar 3),64.01875
IRQ,Iraq,Middle East & North Africa,Upper middle income,2022,44496122,55.336666666666666,Data Products (Pillar 3),73.1
BHR,Bahrain,Middle East & North Africa,High income,2022,1472233,54.96333333333333,Data Products (Pillar 3),51.7
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2022,227380,53.508333333333326,Data Products (Pillar 3),61.475
MDG,Madagascar,Sub-Saharan Africa,Low income,2022,29611714,53.39583333333333,Data Products (Pillar 3),73.4125
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2022,1201670,52.66583333333335,Data Products (Pillar 3),70.0125
TCD,Chad,Sub-Saharan Africa,Low income,2022,17723315,52.60583333333333,Data Products (Pillar 3),68.2375
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2022,6948392,52.52875,Data Products (Pillar 3),60.71875
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2022,103948,52.279583333333335,Data Products (Pillar 3),55.95625
PLW,Palau,East Asia & Pacific,High income,2022,18055,51.69166666666667,Data Products (Pillar 3),54.975
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2022,99010212,51.31166666666667,Data Products (Pillar 3),63.1
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2022,326740,50.87125,Data Products (Pillar 3),68.90624999999999
BDI,Burundi,Sub-Saharan Africa,Low income,2022,12889576,50.85625,Data Products (Pillar 3),68.70625000000001
BHS,"Bahamas, The",Latin America & Caribbean,High income,2022,409984,49.24916666666667,Data Products (Pillar 3),46.7125
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2022,9952787,48.91708333333333,Data Products (Pillar 3),74.11875
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2022,47657,48.77375,Data Products (Pillar 3),39.94375
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2022,28301696,48.626666666666665,Data Products (Pillar 3),51.37499999999999
SOM,Somalia,Sub-Saharan Africa,Low income,2022,17597511,47.92333333333334,Data Products (Pillar 3),65.7
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2022,93763,47.309583333333336,Data Products (Pillar 3),60.53125
KIR,Kiribati,East Asia & Pacific,Lower middle income,2022,131232,47.25166666666667,Data Products (Pillar 3),71.17500000000001
GRD,Grenada,Latin America & Caribbean,Upper middle income,2022,125438,46.40916666666667,Data Products (Pillar 3),61.66250000000001
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2022,10142619,45.71083333333333,Data Products (Pillar 3),67.5875
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2022,2388992,45.43541666666667,Data Products (Pillar 3),59.11875
DJI,Djibouti,Middle East & North Africa,Lower middle income,2022,1120849,44.67666666666667,Data Products (Pillar 3),53.35
AND,Andorra,Europe & Central Asia,High income,2022,79824,44.36791666666666,Data Products (Pillar 3),33.43125
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2022,724273,44.0825,Data Products (Pillar 3),64.1875
SDN,Sudan,Sub-Saharan Africa,Low income,2022,46874204,43.9925,Data Products (Pillar 3),66.46249999999999
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2022,2105566,42.85916666666667,Data Products (Pillar 3),66.01250000000002
CAF,Central African Republic,Sub-Saharan Africa,Low income,2022,5579144,41.9525,Data Products (Pillar 3),62.1375
DMA,Dominica,Latin America & Caribbean,Upper middle income,2022,72737,41.7225,Data Products (Pillar 3),50.9625
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2022,11312,41.0925,Data Products (Pillar 3),55.9875
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2022,41569,40.10666666666667,Data Products (Pillar 3),58.275
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2022,1674908,38.82041666666666,Data Products (Pillar 3),56.09374999999999
HTI,Haiti,Latin America & Caribbean,Lower middle income,2022,11584996,38.55666666666667,Data Products (Pillar 3),61.45
NRU,Nauru,East Asia & Pacific,High income,2022,12668,37.44875,Data Products (Pillar 3),51.29375
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2022,5970424,37.15291666666667,Data Products (Pillar 3),59.38125000000001
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2022,114164,36.53541666666666,Data Products (Pillar 3),56.34375
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2022,33696614,32.91791666666667,Data Products (Pillar 3),55.45624999999998
SSD,South Sudan,Sub-Saharan Africa,Low income,2022,10913164,32.88666666666667,Data Products (Pillar 3),50.85
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2022,22125249,32.60291666666667,Data Products (Pillar 3),50.03125000000001
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2022,6430770,30.74625,Data Products (Pillar 3),66.58125
LBY,Libya,Middle East & North Africa,Upper middle income,2022,6812341,23.497499999999995,Data Products (Pillar 3),49.2375
ASM,American Samoa,East Asia & Pacific,High income,2022,44273,,Data Products (Pillar 3),20.700000000000003
ABW,Aruba,Latin America & Caribbean,High income,2022,106445,,Data Products (Pillar 3),26.525
BMU,Bermuda,North America,High income,2022,63595,,Data Products (Pillar 3),26.50625
VGB,British Virgin Islands,Latin America & Caribbean,High income,2022,31305,,Data Products (Pillar 3),26.19375
CYM,Cayman Islands,Latin America & Caribbean,High income,2022,68706,,Data Products (Pillar 3),27.70625
CHI,Channel Islands,Europe & Central Asia,High income,2022,174079,,Data Products (Pillar 3),
COM,Comoros,Sub-Saharan Africa,Lower middle income,2022,836774,,Data Products (Pillar 3),64.325
CUB,Cuba,Latin America & Caribbean,Upper middle income,2022,11212191,,Data Products (Pillar 3),66.35
CUW,Curacao,Latin America & Caribbean,High income,2022,149996,,Data Products (Pillar 3),25.887500000000003
ERI,Eritrea,Sub-Saharan Africa,Low income,2022,3684032,,Data Products (Pillar 3),46.1625
FRO,Faroe Islands,Europe & Central Asia,High income,2022,53090,,Data Products (Pillar 3),14.45
PYF,French Polynesia,East Asia & Pacific,High income,2022,306279,,Data Products (Pillar 3),25.2625
GIB,Gibraltar,Europe & Central Asia,High income,2022,32649,,Data Products (Pillar 3),17.156249999999996
GRL,Greenland,Europe & Central Asia,High income,2022,56661,,Data Products (Pillar 3),21.6
GUM,Guam,East Asia & Pacific,High income,2022,171774,,Data Products (Pillar 3),20.94375
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2022,7346100,,Data Products (Pillar 3),40.02499999999999
IMN,Isle of Man,Europe & Central Asia,High income,2022,84519,,Data Products (Pillar 3),11.525
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2022,26069416,,Data Products (Pillar 3),44.21875
XKX,Kosovo,Europe & Central Asia,Upper middle income,2022,1768086,,Data Products (Pillar 3),
LIE,Liechtenstein,Europe & Central Asia,High income,2022,39327,,Data Products (Pillar 3),33.15
MAC,"Macao SAR, China",East Asia & Pacific,High income,2022,695168,,Data Products (Pillar 3),35.175
MCO,Monaco,Europe & Central Asia,High income,2022,36469,,Data Products (Pillar 3),38.475
NCL,New Caledonia,East Asia & Pacific,High income,2022,269215,,Data Products (Pillar 3),30.93125000000001
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2022,49551,,Data Products (Pillar 3),16.68125
PRI,Puerto Rico,Latin America & Caribbean,High income,2022,3220113,,Data Products (Pillar 3),33.9125
SMR,San Marino,Europe & Central Asia,High income,2022,33660,,Data Products (Pillar 3),32.575
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2022,40888,,Data Products (Pillar 3),17.99375
MAF,St. Martin (French part),Latin America & Caribbean,High income,2022,31791,,Data Products (Pillar 3),12.9625
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2022,45703,,Data Products (Pillar 3),29.99375000000001
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2022,105413,,Data Products (Pillar 3),18.5875
POL,Poland,Europe & Central Asia,High income,2021,37747124,94.58583333333334,Data Products (Pillar 3),86.8375
DNK,Denmark,Europe & Central Asia,High income,2021,5856733,94.41458333333334,Data Products (Pillar 3),86.45625
FIN,Finland,Europe & Central Asia,High income,2021,5541017,94.3075,Data Products (Pillar 3),88.4875
NLD,Netherlands,Europe & Central Asia,High income,2021,17533044,93.69875,Data Products (Pillar 3),87.76875000000001
SWE,Sweden,Europe & Central Asia,High income,2021,10415811,93.44291666666666,Data Products (Pillar 3),86.43125
CAN,Canada,North America,High income,2021,38239864,93.42083333333332,Data Products (Pillar 3),83.6875
SVN,Slovenia,Europe & Central Asia,High income,2021,2108079,93.07,Data Products (Pillar 3),87.07500000000002
NOR,Norway,Europe & Central Asia,High income,2021,5408320,92.7625,Data Products (Pillar 3),87.2375
USA,United States,North America,High income,2021,332048977,92.75,Data Products (Pillar 3),85.95000000000002
ITA,Italy,Europe & Central Asia,High income,2021,59133173,92.48583333333332,Data Products (Pillar 3),88.7125
DEU,Germany,Europe & Central Asia,High income,2021,83196078,92.13916666666664,Data Products (Pillar 3),84.9625
CZE,Czechia,Europe & Central Asia,High income,2021,10505772,92.01125000000002,Data Products (Pillar 3),84.38125
PRT,Portugal,Europe & Central Asia,High income,2021,10361831,91.56875,Data Products (Pillar 3),87.39375
ESP,Spain,Europe & Central Asia,High income,2021,47415794,91.53416666666668,Data Products (Pillar 3),82.86250000000001
AUT,Austria,Europe & Central Asia,High income,2021,8955797,90.96416666666669,Data Products (Pillar 3),88.63750000000002
EST,Estonia,Europe & Central Asia,High income,2021,1330932,90.86916666666669,Data Products (Pillar 3),83.8875
IRL,Ireland,Europe & Central Asia,High income,2021,5033164,90.815,Data Products (Pillar 3),87.15
FRA,France,Europe & Central Asia,High income,2021,67764304,90.78083333333332,Data Products (Pillar 3),86.21250000000002
JPN,Japan,East Asia & Pacific,High income,2021,125681593,90.70791666666666,Data Products (Pillar 3),84.88125000000001
SVK,Slovak Republic,Europe & Central Asia,High income,2021,5447247,90.52333333333334,Data Products (Pillar 3),85.275
CHE,Switzerland,Europe & Central Asia,High income,2021,8704546,90.38666666666668,Data Products (Pillar 3),85.57500000000002
GEO,Georgia,Europe & Central Asia,Upper middle income,2021,3708610,90.02916666666668,Data Products (Pillar 3),91.4625
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2021,5153957,90.00416666666668,Data Products (Pillar 3),93.0875
HUN,Hungary,Europe & Central Asia,High income,2021,9709891,89.93041666666667,Data Products (Pillar 3),88.24375
GRC,Greece,Europe & Central Asia,High income,2021,10569207,89.91375,Data Products (Pillar 3),78.61875
LUX,Luxembourg,Europe & Central Asia,High income,2021,640064,89.58666666666666,Data Products (Pillar 3),81.675
MEX,Mexico,Latin America & Caribbean,Upper middle income,2021,126705138,89.12083333333334,Data Products (Pillar 3),92.9625
LTU,Lithuania,Europe & Central Asia,High income,2021,2800839,89.10541666666667,Data Products (Pillar 3),82.31875
AUS,Australia,East Asia & Pacific,High income,2021,25685412,89.00458333333334,Data Products (Pillar 3),82.95625000000001
NZL,New Zealand,East Asia & Pacific,High income,2021,5111300,88.96791666666667,Data Products (Pillar 3),82.88125000000002
KOR,"Korea, Rep.",East Asia & Pacific,High income,2021,51769539,88.93416666666668,Data Products (Pillar 3),82.96249999999999
BEL,Belgium,Europe & Central Asia,High income,2021,11586195,88.30125,Data Products (Pillar 3),81.25625
TUR,Turkiye,Europe & Central Asia,Upper middle income,2021,84147318,88.0825,Data Products (Pillar 3),94.1875
LVA,Latvia,Europe & Central Asia,High income,2021,1884490,87.97958333333334,Data Products (Pillar 3),76.05625
BLR,Belarus,Europe & Central Asia,Upper middle income,2021,9302585,87.79375,Data Products (Pillar 3),87.49374999999999
BGR,Bulgaria,Europe & Central Asia,High income,2021,6877743,87.47958333333334,Data Products (Pillar 3),75.68125
ISL,Iceland,Europe & Central Asia,High income,2021,372520,87.41958333333332,Data Products (Pillar 3),76.30625
GBR,United Kingdom,Europe & Central Asia,High income,2021,67026292,87.36166666666668,Data Products (Pillar 3),85.2
COL,Colombia,Latin America & Caribbean,Upper middle income,2021,51516562,86.74750000000002,Data Products (Pillar 3),92.3375
CYP,Cyprus,Europe & Central Asia,High income,2021,1244188,86.56708333333334,Data Products (Pillar 3),70.49375
HRV,Croatia,Europe & Central Asia,High income,2021,3878981,86.51791666666668,Data Products (Pillar 3),72.30625
CHL,Chile,Latin America & Caribbean,High income,2021,19493184,86.44208333333334,Data Products (Pillar 3),87.24374999999999
ALB,Albania,Europe & Central Asia,Upper middle income,2021,2811666,85.78041666666667,Data Products (Pillar 3),87.24375
ARM,Armenia,Europe & Central Asia,Upper middle income,2021,2790974,85.48250000000002,Data Products (Pillar 3),86.63750000000002
MDA,Moldova,Europe & Central Asia,Upper middle income,2021,2595809,85.33416666666668,Data Products (Pillar 3),75.4625
SGP,Singapore,East Asia & Pacific,High income,2021,5453566,85.06791666666668,Data Products (Pillar 3),64.13125000000001
ISR,Israel,Middle East & North Africa,High income,2021,9371400,84.91416666666667,Data Products (Pillar 3),70.8875
PHL,Philippines,East Asia & Pacific,Lower middle income,2021,113880328,84.41958333333334,Data Products (Pillar 3),89.80625
MNG,Mongolia,East Asia & Pacific,Upper middle income,2021,3347782,83.82499999999999,Data Products (Pillar 3),89.65
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2021,1837114,83.68833333333335,Data Products (Pillar 3),74.55
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2021,6773400,83.62416666666667,Data Products (Pillar 3),91.8375
RUS,Russian Federation,Europe & Central Asia,High income,2021,144746762,83.16041666666666,Data Products (Pillar 3),76.49375
ROU,Romania,Europe & Central Asia,High income,2021,19122059,82.57458333333334,Data Products (Pillar 3),76.53125
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2021,4922749,82.1925,Data Products (Pillar 3),73.11249999999998
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2021,59392255,81.71291666666669,Data Products (Pillar 3),87.58125000000001
MLT,Malta,Middle East & North Africa,High income,2021,518536,81.61041666666668,Data Products (Pillar 3),65.56875
SRB,Serbia,Europe & Central Asia,Upper middle income,2021,6834326,81.48750000000001,Data Products (Pillar 3),86.0875
BRA,Brazil,Latin America & Caribbean,Upper middle income,2021,214326223,81.21291666666667,Data Products (Pillar 3),80.15624999999999
URY,Uruguay,Latin America & Caribbean,High income,2021,3426260,80.94,Data Products (Pillar 3),89.075
UKR,Ukraine,Europe & Central Asia,Upper middle income,2021,43848986,80.38916666666667,Data Products (Pillar 3),87.06250000000001
THA,Thailand,East Asia & Pacific,Upper middle income,2021,71601103,80.17416666666666,Data Products (Pillar 3),91.4625
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2021,19191356,79.64583333333334,Data Products (Pillar 3),89.3875
LKA,Sri Lanka,South Asia,Lower middle income,2021,22156000,79.60541666666667,Data Products (Pillar 3),78.01875
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2021,17797737,79.24333333333334,Data Products (Pillar 3),89.8
IDN,Indonesia,East Asia & Pacific,Upper middle income,2021,273753191,79.11916666666666,Data Products (Pillar 3),90.2125
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2021,109262178,78.97708333333333,Data Products (Pillar 3),83.89374999999998
ARG,Argentina,Latin America & Caribbean,Upper middle income,2021,45808747,77.73791666666666,Data Products (Pillar 3),90.15625
MNE,Montenegro,Europe & Central Asia,Upper middle income,2021,619211,77.53416666666666,Data Products (Pillar 3),83.2125
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2021,16876720,77.45958333333334,Data Products (Pillar 3),78.45625000000001
JOR,Jordan,Middle East & North Africa,Lower middle income,2021,11148278,77.14500000000001,Data Products (Pillar 3),87.60000000000001
IND,India,South Asia,Lower middle income,2021,1407563842,77.08791666666667,Data Products (Pillar 3),86.28125
MAR,Morocco,Middle East & North Africa,Lower middle income,2021,37076584,74.96041666666667,Data Products (Pillar 3),85.91875
MYS,Malaysia,East Asia & Pacific,Upper middle income,2021,33573874,74.75625000000001,Data Products (Pillar 3),85.08125
